,sex,race,age,degree,wrkstat,income,happy
1157,Female,Other,46,High school,Working fulltime,Refused,Not too happy
1158,Female,White,54,Junior college,Working fulltime,$25000 or more,Pretty happy
1159,Male,White,47,Lt high school,Other,$20000 - 24999,Pretty happy
1160,Male,White,53,High school,Working fulltime,$25000 or more,Very happy
1161,Male,White,62,Bachelor,Working fulltime,$25000 or more,Pretty happy
1162,Male,Black,48,High school,Working fulltime,$25000 or more,Very happy
1163,Female,White,41,High school,Keeping house,$25000 or more,Pretty happy
1164,Male,White,32,Graduate,Working fulltime,$25000 or more,Very happy
1165,Male,White,31,High school,"Unempl, laid off",Don't know,Not too happy
1166,Male,White,40,Junior college,Working fulltime,$25000 or more,Very happy
1167,Female,White,37,Bachelor,Working fulltime,$25000 or more,Pretty happy
1168,Female,White,40,Bachelor,Temp not working,$25000 or more,Very happy
1169,Male,White,36,Bachelor,Working fulltime,$25000 or more,Very happy
1170,Male,Black,47,Lt high school,Working fulltime,$25000 or more,Very happy
1171,Female,White,37,Graduate,Working fulltime,Refused,Pretty happy
1172,Male,White,89 or older,High school,Retired,Don't know,Pretty happy
1173,Female,White,71,Bachelor,Keeping house,$25000 or more,Pretty happy
1174,Female,White,21,High school,Working fulltime,$25000 or more,Pretty happy
1175,Female,White,80,Bachelor,Retired,$25000 or more,Not too happy
1176,Female,White,67,Bachelor,"Unempl, laid off",$10000 - 14999,Pretty happy
1177,Male,White,34,High school,Working fulltime,$25000 or more,Pretty happy
1178,Male,Other,65,High school,Retired,$25000 or more,Pretty happy
1179,Female,Other,68,High school,Retired,$25000 or more,Pretty happy
1180,Female,White,38,Lt high school,Keeping house,$15000 - 19999,Pretty happy
1181,Female,White,67,High school,Retired,Refused,Pretty happy
1182,Female,White,59,High school,Retired,$25000 or more,Pretty happy
1183,Female,Other,52,High school,Retired,$25000 or more,Pretty happy
1184,Female,Other,49,Graduate,"Unempl, laid off",$1000 to 2999,Pretty happy
1185,Male,Other,63,Lt high school,Retired,$20000 - 24999,Very happy
1186,Male,White,26,High school,Working fulltime,$25000 or more,Pretty happy
1187,Female,White,70,High school,Retired,$25000 or more,Not too happy
1188,Female,White,21,High school,Working fulltime,$20000 - 24999,Pretty happy
1189,Male,White,69,High school,Retired,$25000 or more,Pretty happy
1190,Male,Black,51,High school,Working fulltime,$15000 - 19999,Not too happy
1191,Male,White,39,High school,Working fulltime,Refused,Pretty happy
1192,Male,Black,35,High school,Working fulltime,$25000 or more,Pretty happy
1193,Male,White,29,High school,Working fulltime,$25000 or more,Pretty happy
1194,Male,White,45,High school,Working fulltime,$25000 or more,Pretty happy
1195,Male,White,41,Graduate,Working fulltime,Refused,Pretty happy
1196,Male,White,46,Bachelor,Working fulltime,$25000 or more,Pretty happy
1197,Male,Other,23,Bachelor,Working parttime,$10000 - 14999,Not too happy
1198,Female,White,31,High school,"Unempl, laid off",$25000 or more,Not too happy
1199,Male,White,47,Bachelor,Working fulltime,$25000 or more,Pretty happy
1200,Female,Other,45,Bachelor,Working parttime,Don't know,Pretty happy
1201,Female,White,58,Bachelor,Other,$25000 or more,Not too happy
1202,Male,White,26,High school,Working fulltime,$25000 or more,Pretty happy
1203,Male,White,66,Graduate,Retired,$25000 or more,Pretty happy
1204,Female,Black,35,Bachelor,Working fulltime,$25000 or more,Pretty happy
1205,Male,Other,41,Lt high school,Retired,$25000 or more,Pretty happy
1206,Female,White,44,Graduate,Working parttime,$25000 or more,Pretty happy
1207,Male,White,66,High school,Retired,$25000 or more,Very happy
1208,Male,White,57,High school,Working fulltime,$25000 or more,Pretty happy
1209,Male,White,89 or older,Bachelor,Retired,$25000 or more,Pretty happy
1210,Female,White,27,Junior college,Working fulltime,$25000 or more,Pretty happy
1211,Male,Black,43,High school,Working fulltime,$25000 or more,Pretty happy
1212,Male,Black,64,High school,Retired,$8000 to 9999,Not too happy
1213,Female,Black,44,High school,Working fulltime,$20000 - 24999,Not too happy
1214,Female,Black,65,High school,Retired,$15000 - 19999,Very happy
1215,Female,White,24,Lt high school,Working fulltime,$20000 - 24999,Pretty happy
1216,Female,White,72,High school,Retired,$3000 to 3999,Not too happy
1217,Male,White,22,High school,"Unempl, laid off",$10000 - 14999,Pretty happy
1218,Female,White,57,Bachelor,Working fulltime,$25000 or more,Pretty happy
1219,Female,White,63,High school,Working fulltime,$25000 or more,Pretty happy
1220,Female,Other,55,Junior college,Working parttime,$25000 or more,Pretty happy
1221,Male,White,56,Bachelor,Working fulltime,$25000 or more,Pretty happy
1222,Male,White,87,Bachelor,Retired,$25000 or more,Not too happy
1223,Female,White,53,High school,Working fulltime,$25000 or more,Pretty happy
1224,Male,White,36,High school,Working fulltime,Refused,Very happy
1225,Female,White,52,High school,Working parttime,$25000 or more,Very happy
1226,Male,White,37,Graduate,Working fulltime,$25000 or more,Pretty happy
1227,Male,White,75,High school,Retired,$25000 or more,Not too happy
1228,Male,White,24,High school,"Unempl, laid off",Don't know,Not too happy
1229,Female,White,28,Bachelor,Working fulltime,$25000 or more,Very happy
1230,Female,White,21,High school,Working parttime,$25000 or more,Pretty happy
1231,Male,White,48,Lt high school,Retired,$8000 to 9999,Pretty happy
1232,Female,White,68,High school,Retired,$25000 or more,Pretty happy
1233,Female,White,59,High school,Working fulltime,$25000 or more,Very happy
1234,Male,White,40,High school,Working fulltime,$25000 or more,Pretty happy
1235,Female,White,35,Bachelor,Working fulltime,$25000 or more,Pretty happy
1236,Male,White,51,Junior college,Working fulltime,Refused,Pretty happy
1237,Male,Black,40,Bachelor,Working fulltime,$25000 or more,Not too happy
1238,Female,White,47,High school,Working parttime,Refused,Pretty happy
1239,Male,White,45,Bachelor,Working fulltime,Refused,Very happy
1240,Female,White,48,Bachelor,Keeping house,$25000 or more,Very happy
1241,Male,Black,23,High school,Working fulltime,$25000 or more,Pretty happy
1242,Male,White,26,Graduate,Working fulltime,$25000 or more,Very happy
1243,Male,Other,33,Bachelor,Working fulltime,$25000 or more,Pretty happy
1244,Female,Black,48,Bachelor,Working fulltime,$25000 or more,Pretty happy
1245,Female,Other,36,Graduate,Working fulltime,$25000 or more,Pretty happy
1246,Male,Black,19,High school,Working parttime,$25000 or more,Very happy
1247,Male,Black,49,High school,Working fulltime,$25000 or more,Very happy
1248,Male,White,38,Bachelor,Working fulltime,$25000 or more,Very happy
1249,Female,White,44,Bachelor,Working fulltime,$25000 or more,Pretty happy
1250,Female,Black,29,Graduate,Working fulltime,$25000 or more,Pretty happy
1251,Female,Black,28,Graduate,Keeping house,$25000 or more,Pretty happy
1252,Female,White,42,Graduate,Working parttime,$25000 or more,Pretty happy
1253,Male,Other,60,Lt high school,Working fulltime,Don't know,Very happy
1254,Male,White,43,High school,Working fulltime,$25000 or more,Pretty happy
1255,Female,Black,37,High school,Working fulltime,$25000 or more,Pretty happy
1256,Male,White,54,Bachelor,"Unempl, laid off",$25000 or more,Pretty happy
1257,Male,White,30,High school,Working fulltime,$25000 or more,Very happy
1258,Male,White,69,High school,Working fulltime,$25000 or more,Pretty happy
1259,Female,White,60,High school,Other,Refused,No answer
1260,Female,White,55,High school,Keeping house,$25000 or more,Not too happy
1261,Male,White,63,Junior college,Working fulltime,$20000 - 24999,Very happy
1262,Male,White,50,High school,Working fulltime,$15000 - 19999,Not too happy
1263,Female,White,68,High school,Working parttime,$25000 or more,Not too happy
1264,Female,White,36,Junior college,Working fulltime,$25000 or more,Pretty happy
1265,Male,White,77,Bachelor,Retired,Refused,Not too happy
1266,Female,White,25,Junior college,School,$25000 or more,Very happy
1267,Male,White,26,High school,Working fulltime,$15000 - 19999,Not too happy
1268,Female,White,49,High school,Working fulltime,$25000 or more,Pretty happy
1269,Female,White,46,High school,Working fulltime,$25000 or more,Not too happy
1270,Female,White,77,Lt high school,Retired,$8000 to 9999,Not too happy
1271,Female,White,30,Graduate,Temp not working,$25000 or more,Very happy
1272,Male,White,54,Bachelor,Working fulltime,$25000 or more,Pretty happy
1273,Male,White,29,Lt high school,Retired,Refused,Pretty happy
1274,Male,White,52,High school,Retired,$7000 to 7999,Very happy
1275,Female,White,25,High school,Working fulltime,$15000 - 19999,Not too happy
1276,Female,Other,21,Lt high school,Keeping house,$20000 - 24999,Pretty happy
1277,Female,White,42,High school,Keeping house,$25000 or more,Pretty happy
1278,Female,White,37,High school,Working parttime,$25000 or more,Pretty happy
1279,Female,White,49,Lt high school,Other,$20000 - 24999,Not too happy
1280,Female,White,56,High school,Working fulltime,$25000 or more,Pretty happy
1281,Female,White,30,High school,Working fulltime,$20000 - 24999,Pretty happy
1282,Male,White,67,High school,Retired,$7000 to 7999,Pretty happy
1283,Female,White,23,Bachelor,Working fulltime,$10000 - 14999,Pretty happy
1284,Male,White,31,Bachelor,Working fulltime,$25000 or more,Pretty happy
1285,Male,White,55,High school,Retired,$25000 or more,Pretty happy
1286,Female,White,24,High school,Working fulltime,$25000 or more,Pretty happy
1287,Male,Black,67,High school,Keeping house,$8000 to 9999,Pretty happy
1288,Female,Black,62,Lt high school,Working fulltime,$25000 or more,Pretty happy
1289,Female,Black,62,High school,Retired,Refused,Pretty happy
1290,Male,Other,23,Bachelor,Working fulltime,$10000 - 14999,Pretty happy
1291,Male,Black,50,High school,Working fulltime,$25000 or more,Pretty happy
1292,Male,Black,54,High school,Working parttime,$4000 to 4999,Not too happy
1293,Female,Black,58,High school,Working parttime,$25000 or more,Not too happy
1294,Female,Black,34,High school,"Unempl, laid off",$5000 to 5999,Pretty happy
1295,Female,Black,37,High school,Working parttime,$25000 or more,Pretty happy
1296,Female,Black,29,High school,Working fulltime,$25000 or more,Pretty happy
1297,Female,White,52,Bachelor,Working fulltime,$25000 or more,Not too happy
1298,Female,White,39,Bachelor,Working fulltime,Refused,Pretty happy
1299,Female,White,70,Bachelor,Keeping house,$25000 or more,Very happy
1300,Female,White,73,Junior college,Working parttime,$25000 or more,Not too happy
1301,Female,White,31,Graduate,Working parttime,Refused,Pretty happy
1302,Female,White,25,High school,Working parttime,$20000 - 24999,Pretty happy
1303,Male,White,62,High school,Retired,$25000 or more,Not too happy
1304,Male,Other,66,Junior college,Retired,$15000 - 19999,Very happy
1305,Female,White,65,Lt high school,Working fulltime,$25000 or more,Very happy
1306,Male,White,58,High school,Working parttime,$1000 to 2999,Pretty happy
1307,Female,Other,65,Lt high school,Retired,$4000 to 4999,Not too happy
1308,Male,White,57,High school,Working parttime,$10000 - 14999,Very happy
1309,Male,Other,57,Lt high school,Working parttime,$1000 to 2999,Very happy
1310,Male,White,30,High school,Working fulltime,$25000 or more,Pretty happy
1311,Female,White,26,High school,Working fulltime,$25000 or more,Pretty happy
1312,Female,Black,28,Lt high school,Working fulltime,$1000 to 2999,Very happy
1313,Male,White,58,High school,Working parttime,$8000 to 9999,Pretty happy
1314,Male,White,77,Lt high school,Retired,$15000 - 19999,Very happy
1315,Female,White,39,High school,Working fulltime,$25000 or more,Very happy
1316,Male,White,67,Bachelor,Retired,$25000 or more,Pretty happy
1317,Male,White,70,High school,Retired,$25000 or more,Very happy
1318,Female,White,85,High school,Retired,Don't know,Pretty happy
1319,Female,White,69,Bachelor,Other,$20000 - 24999,Not too happy
1320,Female,White,87,High school,Retired,Don't know,Very happy
1321,Female,White,66,High school,Working fulltime,$25000 or more,Very happy
1322,Male,White,31,Graduate,Working fulltime,$25000 or more,Very happy
1323,Female,White,63,Graduate,Working fulltime,$25000 or more,Very happy
1324,Female,White,78,High school,Keeping house,Refused,Very happy
1325,Male,White,68,Bachelor,Retired,$25000 or more,Pretty happy
1326,Male,Other,51,Bachelor,Working fulltime,Refused,Pretty happy
1327,Male,White,30,Bachelor,Working fulltime,$25000 or more,Pretty happy
1328,Female,White,32,Junior college,Working fulltime,$25000 or more,Pretty happy
1329,Male,Black,39,Graduate,"Unempl, laid off",$25000 or more,Pretty happy
1330,Male,White,42,Graduate,Working fulltime,$25000 or more,Very happy
1331,Female,Black,48,Graduate,Working fulltime,$25000 or more,Very happy
1332,Female,White,34,Graduate,Working fulltime,$25000 or more,Pretty happy
1333,Male,Black,68,Junior college,Working fulltime,$6000 to 6999,Not too happy
1334,Male,White,52,Junior college,Temp not working,$25000 or more,Pretty happy
1335,Female,White,83,Graduate,Retired,$25000 or more,Not too happy
1336,Male,White,73,Graduate,Retired,$25000 or more,Pretty happy
1337,Male,White,38,Bachelor,Working fulltime,Refused,Pretty happy
1338,Female,White,77,Lt high school,Retired,Don't know,Pretty happy
1339,Male,White,36,High school,Working parttime,$25000 or more,Pretty happy
1340,Male,White,36,High school,Working fulltime,$25000 or more,Pretty happy
1341,Male,White,65,High school,Working parttime,$25000 or more,Very happy
1342,Male,White,24,High school,Other,$15000 - 19999,Pretty happy
1343,Male,White,63,Bachelor,Working fulltime,Refused,Not too happy
1344,Female,White,53,High school,Working fulltime,$25000 or more,Pretty happy
1345,Female,White,35,High school,Working fulltime,$25000 or more,Pretty happy
1346,Male,Other,27,No answer,No answer,$4000 to 4999,No answer
1347,Male,White,76,High school,Retired,$25000 or more,Pretty happy
1348,Male,White,48,Graduate,Working fulltime,$25000 or more,Very happy
1349,Male,White,27,Bachelor,Working fulltime,$25000 or more,Not too happy
1350,Female,White,72,High school,Retired,$25000 or more,Pretty happy
1351,Male,White,34,Lt high school,Keeping house,$15000 - 19999,Not too happy
1352,Female,White,38,No answer,No answer,$25000 or more,Pretty happy
1353,Female,White,30,Junior college,Working fulltime,$25000 or more,Pretty happy
1354,Male,White,42,Bachelor,Working fulltime,$25000 or more,Pretty happy
1355,Male,White,43,High school,Working fulltime,$25000 or more,Pretty happy
1356,Female,White,80,High school,Retired,$25000 or more,Not too happy
1357,Male,White,80,High school,Retired,Refused,Very happy
1358,Male,White,22,High school,"Unempl, laid off",$25000 or more,Very happy
1359,Female,White,42,High school,Other,$25000 or more,Very happy
1360,Female,White,49,Lt high school,Keeping house,Don't know,Pretty happy
1361,Male,White,41,Bachelor,Working fulltime,$25000 or more,Pretty happy
1362,Male,Black,57,High school,Working fulltime,$10000 - 14999,Very happy
